C0000731  ABDOMINAL DISTENTION
C2221995  abdominal wall wound tube drainage of ___ ml per hour
C2221996  abdominal wall wound tube drainage of ___ ml per day
C2221997  abdominal wall wound tube drainage of ___ ml total
C2221998  bleeding wound of abdominal wall (physical finding)
C2221999  wound of abdominal wall with arterial bleeding
C2222000  wound of abdominal wall with venous bleeding (physical finding)
C2222001  wound of abdominal wall with tissue bleeding (physical finding)
C2222002  weeping wound of abdominal wall (physical finding)
C2222003  serous drainage from wound of abdominal wall
C2222004  serosanguineous drainage from wound of abdominal wall
C2222005  bloody wound of abdominal wall
C2222006  purulent wound of abdominal wall (physical finding)
C2222007  foul-smelling weeping wound of abdominal wall (physical finding)
C2222008  wound of abdominal wall with aligned margins
C2222009  abdominal wall wound length (___ cm)
C2222010  abdominal wall wound width (___ cm)
C2222011  shape of wound of abdominal wall (physical finding)
C2222012  straight wound of abdominal wall
C2222013  abdominal wall wound shape curvilinear
C2222014  angulated wound of abdominal wall
C2222015  V-shaped wound of abdominal wall (physical finding)
C2222016  Y-shaped wound of abdominal wall (physical finding)
C2222017  L-shaped wound of abdominal wall (physical finding)
C2222018  abdominal wall wound shape irregular
C2222019  abdomen tissue injury wound direction
C2222020  abdomen wound direction vertical
C2222021  abdomen wound direction horizontal
C2222022  abdomen wound direction superior lateral to inferior medial
C2222023  abdomen wound direction inferior lateral to superior medial
C2222024  dehiscence of wound of abdominal wall
C2222114  number of multiple ulcers around right side of mouth (#___) (physical finding)
C2222115  number of multiple ulcers around left side of mouth (#___)
C2222614  nasopharynx choanae mass (___ cm)
C2222615  nasopharynx choanae mass fluctuant (___ cm)
C2222616  nasopharynx choanae mass rubbery (___ cm)
C2222617  nasopharynx choanae mass hard (___ cm)
C2222618  nasopharynx choanae mass polypoid (___ cm)
C2222619  nasopharynx choanae mass polypoid multiple (___ cm)
C2222620  nasopharynx choanae mass right (___ cm)
C2222621  nasopharynx choanae mass left (___ cm)
C2222622  nasopharynx choanae mass bilateral (___ cm)
C2223409  biliary tract laparoscopy assessment gallbladder gangrene (treatment)
C2223874  normal pregnancy delivery with cervical laceration (treatment)
C2223875  normal pregnancy delivery with cervical laceration at specified location
C2224937  abdomen tissue injury location right upper quadrant
C2224938  abdominal wall injury location LUQ
C2224939  abdomen tissue injury location right lower quadrant
C2224940  abdomen tissue injury location LLQ
C2224941  abdomen tissue injury location periumbilical
C2224942  abdomen tissue injury location suprapubic
C2224943  abdomen tissue injury location midline
C2225347  vesicovaginal fistula mid
C2225500  abdomen tissue injury incision direction vertical midline
C2225501  abdomen tissue injury incision direction vertical paramedian
C2225502  vertical infra-umbilical incision of abdominal wall
C2225503  vertical supra-umbilical incision of abdominal wall (physical finding)
C2225504  abdominal tissue injury transverse incision ___ cm above pubic symphysis
C2225505  abdominal tissue injury transverse incision ___ cm below costal margin
C2225506  abdominal tissue injury transverse incision periumbilical (physical finding)
C2225562  multiple anal fistulae
C2225563  intersphincteric anal fistula (physical finding)
C2225564  horseshoe fistula of anus (physical finding)
C2225565  anal sphincter tone unable to relax (physical finding)
C2225690  skin tag of nasolabial groove
C2225699  skin tag on philtrum
C2225708  skin tag on lip (physical finding)
C2225709  skin tag on skin portion of lip (physical finding)
C2225710  skin tag on vermilion border of lip (physical finding)
C2225711  skin tag on upper lip (physical finding)
C2225712  skin tag on right upper lip
C2225713  skin tag on left upper lip (physical finding)
C2225714  skin tag on entire upper lip (physical finding)
C2225715  skin tag on lower lip (physical finding)
C2225716  skin tag on right lower lip
C2225717  skin tag on left lower lip (physical finding)
C2225718  skin tag on entire lower lip
C2225985  skin tag of anal region (physical finding)
C2226214  open incision of abdominal wall (physical finding)
C2226296  the abdominal laceration had sterile strips in place
C2226297  the abdominal laceration was stapled
C2226298  the abdominal laceration was sutured
C2226299  the abdominal incision had sterile strips in place
C2226300  the abdominal incision was stapled
C2226301  the abdominal incision was sutured
C2226302  the abdominal wound had sterile strips in place
C2226303  the abdominal wound was stapled
C2226304  the abdominal wound was sutured
C2226320  open wound of abdominal wall with protruding bone
C2226356  lip moist
C2226357  brown lesion of lip (physical finding)
C2226359  buccal mucosal findings (physical finding)
C2226360  edema of buccal mucosa
C2226361  erythema of buccal mucosa (physical finding)
C2226362  excoriation of buccal mucosa (physical finding)
C2226363  exudate of buccal mucosa (physical finding)
C2226364  clear exudate of buccal mucosa (physical finding)
C2226365  yellow exudate of buccal mucosa
C2226366  green exudate of buccal mucosa
C2226367  serosanguineous exudate of buccal mucosa (physical finding)
C2226368  fibrinous exudate of buccal mucosa
C2226369  tenacious exudate of buccal mucosa
C2226370  tenacious white exudate of buccal mucosa
C2226371  tenacious gray exudate of buccal mucosa
C2226372  tenacious gray-yellow exudate of buccal mucosa
C2226373  tenacious blue or black exudate of buccal mucosa (physical finding)
C2226374  bleeding of buccal mucosa (physical finding)
C2226375  tenderness of buccal mucosa (physical finding)
C2226376  crepitus of buccal mucosa
C2226377  exposed bone was observed in the buccal mucosa
C2226378  buccal mucosal lesion (physical finding)
C2226379  buccal mucosa lesion number (#___) (physical finding)
C2226380  length of lesion of buccal mucosa (physical finding)
C2226381  width of lesion of buccal mucosa
C2226382  depth of lesion of buccal mucosa
C2226383  color of lesion of buccal mucosa (physical finding)
C2226384  red lesion of buccal mucosa (physical finding)
C2226385  white lesion of buccal mucosa (physical finding)
C2226386  brown lesion of buccal mucosa
C2226387  black lesion of buccal mucosa
C2226388  epithelial lesion of buccal mucosa (physical finding)
C2226389  macule of buccal mucosa (physical finding)
C2226390  patch of buccal mucosa (physical finding)
C2226391  papule of buccal mucosa
C2226392  white to yellow papule of buccal mucosa with zone of erythema
C2226393  petechial hemorrhage of buccal mucosa (physical finding)
C2226394  ulcer of buccal mucosa with grayish center surrounded by red areola
C2226395  nontender ulcer of buccal mucosa
C2226396  erythematous ulcer of buccal mucosa
C2226397  follicular lesion of buccal mucosa (physical finding)
C2226398  rugae of buccal mucosa
C2226399  satellite lesion of buccal mucosa
C2226400  tender lesion of buccal mucosa (physical finding)
C2226401  mass of buccal mucosa with bruit
C2226402  compressible mass of buccal mucosa
C2226403  cystic mass of buccal mucosa
C2226404  exophytic mass of buccal mucosa
C2226405  fluctuant mass of buccal mucosa (physical finding)
C2226406  friable mass of buccal mucosa (physical finding)
C2226407  granulomatous mass of buccal mucosa (physical finding)
C2226408  hard mass of buccal mucosa
C2226409  hemorrhagic mass of buccal mucosa
C2226410  indurated mass of buccal mucosa (physical finding)
C2226411  nodular mass of buccal mucosa (physical finding)
C2226412  papillomatous mass of buccal mucosa (physical finding)
C2226413  pedunculated mass of buccal mucosa
C2226414  polypoid mass of buccal mucosa
C2226415  pulsatile mass of buccal mucosa (physical finding)
C2226416  sessile mass of buccal mucosa (physical finding)
C2226417  soft mass of buccal mucosa
C2226418  submucosal mass of buccal mucosa (physical finding)
C2226419  ulcerated mass of buccal mucosa (physical finding)
C2226420  nodule of buccal mucosa (physical finding)
C2226421  the buccal mucosa lesion had well-defined margins
C2226425  the posterior buccal mucosa showed abnormalities
C2226426  the buccal mucosa on the right side showed abnormalities
C2226427  the buccal mucosa on the left side showed abnormalities
C2226428  brown lesion of tongue (physical finding)
C2226432  floor of mouth dry
C2226433  edema of floor of mouth (physical finding)
C2226447  bleeding of floor of mouth
C2226451  lesion of floor of mouth (physical finding)
C2226452  floor of mouth lesion number (#___)
C2226453  floor of mouth lesion length (___ cm)
C2226454  floor of mouth lesion width (___ cm)
C2226455  floor of mouth lesion depth (___ cm)
C2226456  floor of mouth lesion color (physical finding)
C2226457  red lesion of floor of mouth
C2226458  white lesion of floor of mouth (physical finding)
C2226459  brown lesion of floor of mouth (physical finding)
C2226460  black lesion of floor of mouth (physical finding)
C2226461  epithelial lesion of floor of mouth
C2226462  floor of mouth epithelial lesion macule (___ cm)
C2226463  floor of mouth epithelial lesion patch (___ cm)
C2226464  floor of mouth epithelial lesion papule (___ cm)
C2226465  floor of mouth papule white to yellow with zone of erythema
C2226466  floor of mouth petechial hemorrhage (physical finding)
C2226467  floor of mouth ulcer grayish center surrounded by red areola (physical finding)
C2226468  floor of mouth ulcer (___ cm) nontender
C2226469  floor of mouth ulcer (___ cm) erythematous
C2226470  floor of mouth epithelial lesion follicular
C2226471  floor of mouth epithelial lesion rugae
C2226472  floor of mouth epithelial lesion erythroplakia (___ cm)
C2226473  satellite lesion of floor of mouth (physical finding)
C2226474  floor of mouth epithelial lesion tender
C2226475  mass of floor of mouth (physical finding)
C2226476  mass of floor of mouth with bruit
C2226477  compressible mass of floor of mouth (physical finding)
C2226478  cystic mass of floor of mouth (physical finding)
C2226479  exophytic mass of floor of mouth (physical finding)
C2226480  firm mass of floor of mouth (physical finding)
