C0008301  Choking
C2215819  egophony was heard bilaterally
C2215820  egophony was heard bilaterally at the anterior axillary lines
C2215821  egophony was heard bilaterally at the apices
C2215822  egophony was heard bilaterally at the bases
C2215823  bilateral egophony was heard laterally
C2215824  bilateral egophony was heard medially
C2215825  bilateral egophony was heard medially and anteriorly
C2215826  bilateral egophony was heard medially and posteriorly
C2215827  egophony was heard bilaterally at the mid-axillary lines
C2215828  egophony was heard bilaterally at the mid-clavicular lines
C2215829  egophony was heard bilaterally in the midlung fields
C2215830  egophony was heard bilaterally at the mid-scapular lines
C2215831  egophony was heard bilaterally at the posterior axillary lines
C2215832  egophony was heard on the left at the anterior axillary line
C2215833  egophony was heard on the left at the apex
C2215834  egophony was heard on the left at the base
C2215835  egophony was heard on the left laterally
C2215836  egophony was heard on the left medially
C2215837  egophony was heard on the left medially and anteriorly
C2215838  egophony was heard on the left medially and posteriorly
C2215839  egophony was heard on the left at the mid-axillary line
C2215840  egophony was heard on the left at the mid-clavicular line
C2215841  egophony was heard on the left in the midlung field
C2215842  egophony was heard on the left at the mid-scapular line
C2215843  egophony was heard on the left at the posterior axillary line
C2215844  egophony on the right
C2215845  egophony was heard on the left
C2215846  egophony was heard on the right at the anterior axillary line
C2215847  egophony was heard on the right at the apex
C2215848  egophony was heard on the right at the base
C2215849  egophony was heard on the right laterally
C2215850  egophony was heard on the right medially
C2215851  egophony was heard on the right medially and anteriorly
C2215852  egophony was heard on the right medially and posteriorly
C2215853  egophony was heard on the right at the mid-axillary line
C2215854  egophony was heard on the right at the mid-clavicular line
C2215855  egophony was heard on the right in the midlung field
C2215856  egophony was heard on the right at the mid-scapular line
C2215857  egophony was heard on the right at the posterior axillary line
C2219639  bloody discharge from ear (symptom)
C2220034  nasal discharge from right nostril (physical finding)
C2222103  number of multiple ulcers of right side of nose (#___) (physical finding)
C2222104  multiple ulcers of left side of nose
C2222105  number of multiple ulcers of ala nasi (#___)
C2222106  multiple ulcers of alar groove (physical finding)
C2222107  number of multiple ulcers of dorsum of nose (#___)
C2222108  number of multiple ulcers of tip of nose (#___)
C2222109  number of multiple ulcers of nostril (#___) (physical finding)
C2222110  multiple ulcers of columella
C2222614  nasopharynx choanae mass (___ cm)
C2222615  nasopharynx choanae mass fluctuant (___ cm)
C2222616  nasopharynx choanae mass rubbery (___ cm)
C2222617  nasopharynx choanae mass hard (___ cm)
C2222618  nasopharynx choanae mass polypoid (___ cm)
C2222619  nasopharynx choanae mass polypoid multiple (___ cm)
C2222620  nasopharynx choanae mass right (___ cm)
C2222621  nasopharynx choanae mass left (___ cm)
C2222622  nasopharynx choanae mass bilateral (___ cm)
C2224887  atrophy of inferior aspect of right nasal turbinate (physical finding)
C2224891  hypertrophy of right middle nasal turbinate (physical finding)
C2224892  atrophy of right middle nasal turbinate (physical finding)
C2224897  atrophy of right superior nasal turbinate
C2224902  atrophy of right supreme nasal turbinate (physical finding)
C2224908  atrophy of left inferior nasal turbinate
C2224912  hypertrophy of left middle nasal turbinate (physical finding)
C2224913  atrophy of left middle nasal turbinate
C2224918  atrophy of left superior nasal turbinate (physical finding)
C2224923  atrophy of left supreme nasal turbinate (physical finding)
C2225441  watery discharge from external auditory canal (physical finding)
C2225442  watery discharge from right external auditory canal (physical finding)
C2225443  watery discharge from left external auditory canal (physical finding)
C2225444  watery discharge from both external auditory canals (physical finding)
C2225567  singed nasal hairs
C2225672  skin tag of both sides of nose (physical finding)
C2225681  skin tag of dorsum of nose (physical finding)
C2225682  skin tag of tip of nose (physical finding)
C2225683  skin tag on right side of tip of nose
C2225684  skin tag on left side of tip of nose
C2225685  skin tag of nostril
C2225686  skin tag of right nostril (physical finding)
C2225687  skin tag of left nostril
C2225688  skin tag of both nostrils
C2225689  skin tag of columella (physical finding)
C2225690  skin tag of nasolabial groove
C2226428  brown lesion of tongue (physical finding)
C2226661  nasopharynx mass soft (___ cm)
C2226662  nasopharynx mass firm (___ cm)
C2226663  nasopharynx mass cystic (___ cm)
C2226664  nasopharynx mass tender (___ cm)
C2226665  nasopharynx mass fixed (___ cm)
C2226666  nasopharynx mass mobile (___ cm)
C2226667  nasopharynx mass compressible (___ cm)
C2226668  nasopharynx mass pulsatile (___ cm)
C2226669  nasopharynx mass bruit (___ cm)
C2226670  nasopharynx mass midline (___ cm)
C2226673  brown lesion of larynx (physical finding)
C2226711  nasal septum perforated size (___ cm)
C2226712  perforation of anterior nasal septum (physical finding)
C2226713  perforation of mid nasal septum (physical finding)
C2226714  perforation of posterior nasal septum (physical finding)
C2227149  hypertrophy of nasal turbinate with specified severity
C2227150  hypertrophy of nasal turbinate with specified response to decongestants (physical finding)
C2227151  clear drainage of right anterior ethmoid sinus (physical finding)
C2227152  serous drainage of right anterior ethmoid sinus
C2227153  mucoid drainage of right anterior ethmoid sinus (physical finding)
C2227154  purulent drainage of right anterior ethmoid sinus (physical finding)
C2227155  clear drainage of left anterior ethmoid sinus (physical finding)
C2227156  serous drainage of left anterior ethmoid sinus (physical finding)
C2227157  mucoid drainage of left anterior ethmoid sinus (physical finding)
C2227158  purulent drainage of left anterior ethmoid sinus (physical finding)
C2227159  clear drainage of right posterior ethmoid sinus
C2227160  serous drainage of right posterior ethmoid sinus
C2227161  mucoid drainage of right posterior ethmoid sinus
C2227162  purulent drainage of right posterior ethmoid sinus (physical finding)
C2227163  clear drainage of left posterior ethmoid sinus (physical finding)
C2227164  serous drainage of left posterior ethmoid sinus (physical finding)
C2227165  mucoid drainage of left posterior ethmoid sinus (physical finding)
C2227166  purulent drainage of left posterior ethmoid sinus
C2227497  bite of nose
C2227498  bite on the right side of nose
C2227499  bite on the midline of nose
C2227500  bite on the left side of nose
C2227511  full thickness laceration of nose (physical finding)
C2227846  minimal atrophy of mandibular alveolar process
C2227847  moderate atrophy of mandibular alveolar process
C2227848  severe atrophy of mandibular alveolar process
C2227858  minimal atrophy of maxillary alveolar process
C2227859  moderate atrophy of maxillary alveolar process (physical finding)
C2227860  severe atrophy of maxillary alveolar process
C2228238  epistaxis on exam (physical finding)
C2228273  tonsils inflammation erythematous
C2229543  serosanguineous nasal discharge (physical finding)
C2230137  apnea during sleep only
C2230215  bloody discharge from external auditory canal (physical finding)
C2230216  serous discharge from external auditory canal
C2230226  neoplasm of intranasal mass
C2230240  neck cervical mass midline suprahyoid (___cm)
C2230241  neck cervical mass midline subhyoid (___cm)
C2230581  single carious tooth
C2232707  single chipped tooth (symptom)
C2233643  a filling in the mesial right upper central incisor
C2233644  a filling in the right upper central incisor on the incisal edge
C2233645  a filling in the distal right upper central incisor
C2233646  a filling in the labial right upper central incisor
C2233647  a filling in the palatal right upper central incisor
C2233648  a filling in the cervical right upper central incisor
C2233649  a filling in the mesial right lower central incisor
C2233650  a filling in the right lower central incisor on the incisal edge
C2233651  a filling in the distal right lower central incisor
C2233652  a filling in the labial right lower central incisor
C2233653  a filling in the lingual right lower central incisor
C2233654  a filling in the cervical right lower central incisor
C2233655  a filling in the mesial left upper central incisor
C2233656  a filling in the left upper central incisor on the incisal edge
C2233657  a filling in the distal left upper central incisor
C2233658  a filling in the labial left upper central incisor
C2233659  a filling in the palatal left upper central incisor
C2233660  a filling in the cervical left upper central incisor
C2233661  a filling in the mesial left lower central incisor
C2233662  a filling in the left lower central incisor on the incisal edge
C2233663  a filling in the distal left lower central incisor
C2233664  a filling in the labial left lower central incisor
C2233665  a filling in the lingual left lower central incisor
C2233666  a filling in the cervical left lower central incisor
C2233667  a filling in the mesial right upper lateral incisor
C2233668  a filling in the right upper lateral incisor on the incisal edge
C2233669  a filling in the distal right upper lateral incisor
C2233670  a filling in the labial right upper lateral incisor
C2233671  a filling in the palatal right upper lateral incisor
C2233672  a filling in the cervical right upper lateral incisor
