C0002418  Amblyopia
C2177412  swelling over second metatarsal head of right foot (physical finding)
C2177413  swelling over third metatarsal head of right foot (physical finding)
C2177414  swelling over fourth metatarsal head of right foot (physical finding)
C2177415  swelling over fifth metatarsal head of right foot (physical finding)
C2177416  swelling over plantar aspect of cuneiform bone of right foot (physical finding)
C2177417  swelling over plantar aspect of first cuneiform bone of right foot
C2177418  swelling over plantar aspect of intermediate cuneiform bone of right foot
C2177419  swelling over plantar aspect of third cuneiform bone of right foot (physical finding)
C2177420  swelling over plantar aspect of cuboid bone of right foot (physical finding)
C2177421  swelling over plantar aspect of calcaneus of right foot (physical finding)
C2177422  swelling of ball of right foot
C2177423  swelling of medial longitudinal arch of right foot (physical finding)
C2177424  swelling of transverse arch of right foot (physical finding)
C2177425  swelling over plantar aspect of cuboid of right foot (physical finding)
C2177426  swelling of plantar aponeurosis of right foot
C2177427  swelling over sesamoid bones of left foot
C2177428  swelling over plantar aspect of metatarsal heads of left foot (physical finding)
C2177429  swelling over plantar aspect of first metatarsal head of left foot (physical finding)
C2177430  swelling over plantar aspect of second metatarsal head of left foot (physical finding)
C2177431  swelling over plantar aspect of third metatarsal head of left foot
C2177432  swelling over plantar aspect of fourth metatarsal head of left foot (physical finding)
C2177433  swelling over plantar aspect of fifth metatarsal head of left foot (physical finding)
C2177434  swelling over plantar aspect of cuneiform bones of left foot
C2177435  swelling over plantar aspect of first cuneiform bone of left foot (physical finding)
C2177436  swelling over plantar aspect of second cuneiform bone of left foot (physical finding)
C2177437  swelling over plantar aspect of third cuneiform bone of left foot
C2177438  swelling over plantar aspect of fourth cuneiform bone of left foot
C2177439  swelling over plantar aspect of calcaneus of left foot (physical finding)
C2177440  swelling of ball of left foot
C2177441  swelling of medial longitudinal arch of left foot (physical finding)
C2177442  swelling of transverse arch of left foot (physical finding)
C2177443  swelling over plantar aspect of cuboid of left foot (physical finding)
C2177444  swelling of plantar aponeurosis of left foot
C2177445  swelling of extensor retinaculum of right foot
C2177446  swelling of interosseous ligaments of right foot
C2177447  swelling of tibialis anterior tendon and muscle of right foot (physical finding)
C2177448  swelling of extensor hallucis longus tendon of right foot (physical finding)
C2177449  swelling of extensor digitorum brevis muscle of right foot
C2177450  swelling of extensor digitorum longus tendon of right foot (physical finding)
C2177451  swelling of navicular tubercle of right foot (physical finding)
C2177452  swelling of extensor retinaculum of left foot (physical finding)
C2177453  swelling of interosseous ligaments of left foot
C2177454  swelling of tibialis anterior tendon and muscle of left foot (physical finding)
C2177455  swelling of extensor hallucis longus tendon of left foot
C2177456  swelling of extensor digitorum brevis muscle of left foot (physical finding)
C2177457  swelling of extensor digitorum longus tendon of left foot
C2177458  swelling of navicular tubercle of left foot (physical finding)
C2177459  swelling of posterior aspect of right foot (physical finding)
C2177460  swelling of posterior aspect of calcaneus of right foot (physical finding)
C2177461  swelling of dome of right calcaneus
C2177462  swelling of posterior aspect of left foot
C2177463  swelling of posterior aspect of calcaneus of left foot (physical finding)
C2177464  swelling of dome of posterior calcaneus of left foot (physical finding)
C2177465  swelling of posterior aspect of both feet (physical finding)
C2177466  swelling of medial aspect of right foot (physical finding)
C2177467  swelling of medial aspect of left foot (physical finding)
C2177468  swelling of medial aspect of both feet (physical finding)
C2177469  swelling of lateral aspect of both feet (physical finding)
C2177648  swelling of great toe right dorsal
C2177649  swelling of great toe right diffuse
C2177650  swelling of great toe left dorsal
C2177651  swelling of great toe left diffuse
C2177652  swelling of right 2nd toe diffuse
C2177653  swelling of left 2nd toe diffuse
C2177654  swelling of right 3rd toe diffuse
C2177655  swelling of left 3rd toe diffuse
C2177656  swelling of left 4th toe diffuse
C2177657  swelling of right 5th toe diffuse
C2177658  swelling of left 5th toe diffuse
C2177903  swelling over dorsal aspect of cuboid of right foot (physical finding)
C2177904  swelling over dorsal aspect of cuneiform bones of right foot (physical finding)
C2177905  swelling over dorsal aspect of first cuneiform bone of right foot
C2177906  swelling over dorsal aspect of second cuneiform bone of right foot (physical finding)
C2177907  swelling over dorsal aspect of third cuneiform bone of right foot (physical finding)
C2177908  swelling over dorsal aspect of fourth cuneiform bone of right foot (physical finding)
C2177909  swelling over dorsal aspect of cuboid bone of left foot (physical finding)
C2177910  swelling of cuneiform bone of left foot (physical finding)
C2177911  swelling of first cuneiform bone of left foot
C2177912  swelling of second cuneiform bone of left foot
C2177913  swelling of third cuneiform bone of left foot
C2177914  swelling over cuboid bone of left foot (physical finding)
C2177915  swelling of intermalleolar region of right foot
C2177916  swelling of intermalleolar region of left foot (physical finding)
C2177917  swelling over metatarsal of right foot (physical finding)
C2177918  swelling over first metatarsal of right foot (physical finding)
C2177919  swelling over second metatarsal of right foot (physical finding)
C2177920  swelling over third metatarsal of right foot
C2177921  swelling over fourth metatarsal of right foot
C2177922  swelling over fifth metatarsal of right foot
C2177923  swelling over all metatarsals of right foot
C2177924  swelling over metatarsal of left foot (physical finding)
C2177925  swelling over first metatarsal of left foot (physical finding)
C2177926  swelling over second metatarsal of left foot (physical finding)
C2177927  swelling over third metatarsal of left foot (physical finding)
C2177928  swelling over fourth metatarsal of left foot
C2177929  swelling over fifth metatarsal of left foot (physical finding)
C2177930  swelling over all metatarsals of left foot (physical finding)
C2177942  swelling of styloid process of right foot (physical finding)
C2177943  swelling over lateral aspect of calcaneus of right foot (physical finding)
C2177944  swelling of peroneal tubercle of right foot (physical finding)
C2177945  swelling over lateral aspect of cuboid of right foot (physical finding)
C2178059  hyperemia of entire upper eyelid
C2178060  hyperemia of entire lower eyelid (physical finding)
C2180311  ecchymosis of thigh
C2180312  ecchymosis of right thigh
C2180313  ecchymosis of proximal end of right thigh
C2180314  ecchymosis of right mid thigh
C2180315  ecchymosis of distal end of right thigh (physical finding)
C2180316  ecchymosis of left thigh (physical finding)
C2180317  ecchymosis of left proximal thigh
C2180318  ecchymosis of left mid thigh (physical finding)
C2180319  ecchymosis of left distal thigh (physical finding)
C2181192  ultrasound abdominal spleen infarct
C2181193  abdominal ultrasound splenic mass
C2181194  ultrasound abdominal spleen mass ___cm echogenicity
C2181198  ultrasound abdominal liver infarct
C2181199  abdominal ultrasound liver mass ___cm
C2181200  ultrasound abdominal liver mass ___cm echogenicity
C2181201  ultrasound abdominal liver cystic
C2181202  ultrasound abdominal liver A-V fistula
C2181499  MRCP common bile duct stricture middle
C2181638  echocardiogram L ventricle septal wall hyperkinetic basal
C2181639  echocardiogram L ventricle septal wall hyperkinetic base to midwall
C2181640  echocardiogram L ventricle septal wall hyperkinetic base to apex
C2181641  echocardiogram L ventricle septal wall hyperkinetic midwall to apex
C2181642  echocardiogram L ventricle septal wall hyperkinetic apical
C2181643  echocardiogram L ventricle anterior wall motion hyperkinetic
