C0002170  Hair loss
C2170118  arteriography of kidney: multiple cysts of right kidney only (procedure)
C2170120  arteriography of kidney: multiple cysts of kidney (procedure)
C2170146  arteriography of kidney: solitary cyst of left kidney only (procedure)
C2170147  arteriography of kidney: solitary cyst of right kidney only (procedure)
C2170148  arteriography of kidney: solitary cysts of both kidneys
C2170150  arteriography of kidney: solitary cyst of kidney (procedure)
C2170329  ultrasound renal kidney cyst size (length) (___ cm)
C2170330  renal ultrasound kidney cyst size width (___ cm)
C2170840  turf toe of both feet was observed
C2170841  turf toe of left foot (physical finding)
C2170842  turf toe of right foot (physical finding)
C2171231  ulcer along jaw line stage (physical finding)
C2171232  ulcer along jaw line stage I
C2171233  ulcer along jaw line stage II
C2171234  ulcer along jaw line stage III (physical finding)
C2171235  ulcer along jaw line stage IV (physical finding)
C2171236  ulcer along jaw line surrounded by callus (physical finding)
C2171237  ulcer along jaw line tissue base (physical finding)
C2171238  ulcer along jaw line tissue base fibrosis (physical finding)
C2171239  ulcer along jaw line tissue base gangrene (physical finding)
C2171240  ulcer along jaw line tissue base granulation
C2171241  ulcer along jaw line tissue base necrosis (physical finding)
C2171242  ulcer along jaw line with atrophic unbroken skin (physical finding)
C2171243  ulcer along jaw line with deep abscess (physical finding)
C2171244  ulcer along jaw line with full thickness skin loss (physical finding)
C2171245  ulcer along jaw line with nonblanching erythema (physical finding)
C2171246  ulcer along jaw line with partial thickness skin loss
C2171247  ulcer along jaw line with skin loss (physical finding)
C2171248  ulcer along jaw line with subcutaneous necrosis (physical finding)
C2171249  ulcer along jaw line with subcutaneous tissue exposed
C2171250  ulcer along left side of nose and mouth stage (physical finding)
C2171251  ulcer along left side of nose and mouth stage I
C2171252  ulcer along left side of nose and mouth stage II (physical finding)
C2171253  ulcer along left side of nose and mouth stage III (physical finding)
C2171254  ulcer along left side of nose and mouth stage IV
C2171255  ulcer along left side of nose and mouth surrounded by callus (physical finding)
C2171256  ulcer along left side of nose and mouth tissue base
C2171257  ulcer along left side of nose and mouth tissue base fibrosis (physical finding)
C2171258  ulcer along left side of nose and mouth tissue base gangrene
C2171259  ulcer along left side of nose and mouth tissue base necrosis
C2171260  ulcer along left side of nose and mouth with deep abscess
C2171261  ulcer along left side of nose and mouth with skin loss
C2171262  ulcer along right side of nose and mouth stage (physical finding)
C2171263  ulcer along right side of nose and mouth stage I
C2171264  ulcer along right side of nose and mouth stage II (physical finding)
C2171265  ulcer along right side of nose and mouth stage III
C2171266  ulcer along right side of nose and mouth stage IV (physical finding)
C2171267  ulcer along right side of nose and mouth surrounded by callus (physical finding)
C2171268  ulcer along right side of nose and mouth tissue base
C2171269  ulcer along right side of nose and mouth tissue base fibrosis (physical finding)
C2171270  ulcer along right side of nose and mouth tissue base gangrene
C2171271  ulcer along right side of nose and mouth tissue base necrosis (physical finding)
C2171272  ulcer along right side of nose and mouth with deep abscess
C2171273  ulcer along right side of nose and mouth with skin loss
C2171274  ulcer around left side of mouth stage
C2171275  ulcer around left side of mouth stage I (physical finding)
C2171276  ulcer around left side of mouth stage II (physical finding)
C2171277  ulcer around left side of mouth stage III
C2171278  ulcer around left side of mouth stage IV (physical finding)
C2171279  ulcer around left side of mouth surrounded by callus
C2171280  ulcer around left side of mouth tissue base
C2171281  ulcer around left side of mouth tissue base fibrosis
C2171282  ulcer around left side of mouth tissue base gangrene
C2171283  ulcer around left side of mouth tissue base granulation (physical finding)
C2171284  ulcer around left side of mouth tissue base necrosis
C2171285  ulcer around left side of mouth with atrophic unbroken skin (physical finding)
C2171286  ulcer around left side of mouth with deep abscess (physical finding)
C2171287  ulcer around left side of mouth with full thickness skin loss (physical finding)
C2171288  ulcer around left side of mouth with nonblanching erythema
C2171289  ulcer around left side of mouth with skin loss
C2171290  ulcer around left side of mouth with subcutaneous necrosis (physical finding)
C2171291  ulcer around right side of mouth stage (physical finding)
C2171292  ulcer around right side of mouth stage I
C2171293  ulcer around right side of mouth stage II
C2171294  ulcer around right side of mouth stage III (physical finding)
C2171295  ulcer around right side of mouth stage IV (physical finding)
C2171296  ulcer around right side of mouth surrounded by callus (physical finding)
C2171297  ulcer around right side of mouth tissue base (physical finding)
C2171298  ulcer around right side of mouth tissue base fibrosis
C2171299  ulcer around right side of mouth tissue base gangrene (physical finding)
C2171300  ulcer around right side of mouth tissue base granulation (physical finding)
C2171301  ulcer around right side of mouth tissue base necrosis (physical finding)
C2171302  ulcer around right side of mouth with atrophic unbroken skin
C2171303  ulcer around right side of mouth with deep abscess (physical finding)
C2171304  ulcer around right side of mouth with full thickness skin loss (physical finding)
C2171305  ulcer around right side of mouth with nonblanching erythema
C2171306  ulcer around right side of mouth with skin loss (physical finding)
C2171307  ulcer around right side of mouth with subcutaneous necrosis
C2171309  ulcer Braden scale (total)
C2171310  ulcer Braden scale: friction & shear
C2171311  ulcer Braden scale: activity
C2171312  ulcer Braden scale: mobility
C2171313  ulcer Braden scale: moisture
C2171314  ulcer Braden scale: nutrition
C2171315  ulcer Braden scale: sensory
C2171325  diabetic foot ulcer risk using international consensus (physical finding)
C2171328  ulcer number (# ___) (physical finding)
C2171329  ulcer of abdominal wall (#___)
C2171330  depth of ulcer of abdominal wall (physical finding)
C2171331  ulcer of abdominal wall stage
C2171332  ulcer of abdominal wall stage I
C2171333  ulcer of abdominal wall stage II
C2171334  ulcer of abdominal wall stage III
C2171335  ulcer of abdominal wall stage IV
C2171336  ulcer of abdominal wall surrounded by callus (physical finding)
C2171337  ulcer of abdominal wall tissue base
C2171338  ulcer of abdominal wall tissue base fibrosis (physical finding)
C2171339  ulcer of abdominal wall tissue base gangrene (physical finding)
C2171340  ulcer of abdominal wall tissue base granulation (physical finding)
C2171341  ulcer of abdominal wall tissue base necrosis
C2171342  width of ulcer of abdominal wall
C2171343  ulcer of abdominal wall with atrophic unbroken skin
C2171344  ulcer of abdominal wall with deep abscess
C2171345  ulcer of abdominal wall with full thickness skin loss (physical finding)
C2171346  ulcer of abdominal wall with nonblanching erythema (physical finding)
C2171347  ulcer of abdominal wall with partial thickness skin loss
C2171348  ulcer of abdominal wall with skin loss (physical finding)
C2171349  ulcer of abdominal wall with subcutaneous necrosis (physical finding)
C2171350  ulcer of abdominal wall with subcutaneous tissue exposed (physical finding)
