C0000804  Abortion, Criminal
C2224932  meibomianitis of left upper eyelid (physical finding)
C2224933  grade of meibomianitis of left upper eyelid
C2224934  meibomianitis of left lower eyelid
C2224935  grade of meibomianitis of left lower eyelid
C2224936  meibomianitis of both eyelids (physical finding)
C2225049  obstetrical findings contractions duration (physical finding)
C2225050  obstetrical findings contractions quality (physical finding)
C2225051  obstetrical findings contractions quality mild (physical finding)
C2225052  obstetrical findings contractions quality strong
C2225054  obstetrical findings contractions quality irregular
C2225085  epididymis mass bilateral
C2225089  sebaceous cysts of right scrotum
C2225090  sebaceous cysts of left scrotum
C2225091  sebaceous cysts of both scrotum (physical finding)
C2225092  bilateral scrotal hematomas (physical finding)
C2225093  laceration of scrotum bilaterally (physical finding)
C2225097  bilateral varicoceles
C2225104  firm penile erection (physical finding)
C2225105  size of largest of multiple penile ulcers of varying sizes in cm
C2225106  size of mass in proximal part of ventral shaft of penis in centimeters
C2225107  penis mass ventral shaft distal (___ cm)
C2225108  penis mass ventral shaft irregular borders (___ cm)
C2225109  size of mass in ventral shaft of penis that protrudes through skin in centimeters
C2225110  size of fixed mass in ventral shaft of penis in cm
C2225111  size of mass in proximal part of dorsal shaft of penis in centimeters
C2225112  penis mass dorsal shaft distal (___ cm)
C2225113  size of soft mass in dorsal shaft of penis in centimeters
C2225114  penis mass dorsal shaft firm (___ cm)
C2225115  penis mass dorsal shaft hard (___ cm)
C2225116  penis mass dorsal shaft irregular borders (___ cm)
C2225117  penis mass dorsal shaft protrudes through skin (___ cm)
C2225118  penis mass dorsal shaft fixed (___ cm)
C2225119  size of mass in lateral shaft of penis in centimeters
C2225120  size of mass in proximal part of lateral shaft of penis in centimeters
C2225121  size of mass in distal part of lateral shaft of penis in cm
C2225122  size of soft mass in lateral shaft of penis in centimeters
C2225123  size of firm mass in lateral shaft of penis in centimeters
C2225124  size of hard mass in lateral shaft of penis in centimeters
C2225125  size of irregular mass in lateral shaft of penis in cm
C2225126  size of mass in lateral shaft of penis that protrudes through skin in centimeters
C2225127  size of fixed mass in lateral shaft of penis in centimeters
C2225128  size of mass in proximal part of right lateral shaft of penis in cm
C2225129  penis mass lateral shaft proximal left side (___ cm)
C2225130  size of mass in distal part of right lateral shaft of penis in centimeters
C2225131  size of mass in distal part of left lateral shaft of penis in centimeters
C2225132  size of mass in ventral glans penis in cm
C2225133  penis mass glans dorsal (___ cm)
C2225134  penis mass glans lateral (___ cm)
C2225135  penis mass glans lateral right side (___ cm)
C2225136  size of mass in left lateral glans penis in centimeters
C2225137  size of mass in foreskin of penis in cm
C2225138  size of mass in ventral foreskin of penis in centimeters
C2225139  size of mass in dorsal foreskin of penis in cm
C2225140  size of mass in lateral foreskin of penis in centimeters
C2225141  size of mass in right lateral foreskin of penis in centimeters
C2225142  size of mass in left lateral foreskin of penis in centimeters
C2225169  bilateral scrotal tenderness
C2225170  bilateral scrotal masses
C2225171  tenderness of both testes
C2225347  vesicovaginal fistula mid
C2225385  galactorrhea of right breast
C2225386  galactorrhea of left breast
C2225391  abnormal secretion of bloody fluid from right breast
C2225392  abnormal secretion of bloody fluid from left breast (physical finding)
C2225475  erythema of right breast (physical finding)
C2225476  erythema of superior lateral quadrant of right breast (physical finding)
C2225477  erythema of inferior lateral quadrant of right breast (physical finding)
C2225478  erythema of superior medial quadrant of right breast
C2225479  erythema of inferior medial quadrant of right breast
C2225480  erythema of left breast
C2225481  erythema of superior lateral quadrant of left breast (physical finding)
C2225482  erythema of inferior lateral quadrant of left breast (physical finding)
C2225483  erythema of superior medial quadrant of left breast
C2225484  erythema of inferior medial quadrant of left breast
C2225511  mass of labia majora
C2225512  mass of right labia majora
C2225513  mass of left labia majora
C2225514  mass of labia minora
C2225515  mass of right labia minora (physical finding)
C2225516  labia minora mass left
C2225526  galactorrhea of right breast involving single duct
C2225527  galactorrhea of right breast involving multiple ducts
C2225528  galactorrhea of left breast involving single duct
C2225529  galactorrhea of left breast involving multiple ducts
C2225534  abnormal secretion of bloody fluid from one duct of right breast (physical finding)
C2225535  abnormal secretion of bloody fluid from multiple ducts of right breast (physical finding)
C2225536  abnormal secretion of bloody fluid from one duct of left breast (physical finding)
C2225537  abnormal secretion of bloody fluid from multiple ducts of left breast (physical finding)
C2225562  multiple anal fistulae
C2225563  intersphincteric anal fistula (physical finding)
C2225564  horseshoe fistula of anus (physical finding)
C2225936  skin tag of right breast (physical finding)
C2225937  skin tag on superior lateral quadrant of right breast (physical finding)
C2225938  skin tag on inferior lateral quadrant of right breast (physical finding)
C2225939  skin tag on superior medial quadrant of right breast (physical finding)
C2225940  skin tag on inferior medial quadrant of right breast (physical finding)
C2225941  skin tag on left breast (physical finding)
C2225942  skin tag on superior lateral quadrant of left breast
C2225943  skin tag on inferior lateral quadrant of left breast (physical finding)
C2225944  skin tag on superior medial quadrant of left breast
C2225945  skin tag on inferior medial quadrant of left breast (physical finding)
C2225946  skin tag of both breasts
C2225947  skin tag of nipple (physical finding)
C2225948  skin tag of right nipple
C2225949  skin tag of left nipple (physical finding)
C2225950  skin tag of both nipples (physical finding)
C2225951  skin tag of areola
C2225952  skin tag of right areola (physical finding)
C2225953  skin tag of left areola (physical finding)
C2225954  skin tag of both areolae (physical finding)
C2225992  skin tag of scrotum
C2225993  skin tag of right scrotum (physical finding)
C2225994  skin tag of left scrotum
C2225995  skin tag of anterior aspect of scrotum (physical finding)
C2225996  skin tag of posterior aspect of scrotum (physical finding)
C2226008  skin tag of labia
C2226009  skin tag of right side of labia (physical finding)
C2226010  skin tag of left side of labia
C2226011  skin tag of labia bilaterally
C2226573  talipes varus of right forefoot (physical finding)
C2226574  uncompensated talipes varus of right forefoot (physical finding)
C2226575  compensated talipes varus of right forefoot
C2226576  talipes varus of right rear foot
C2226577  uncompensated talipes varus of right rear foot (physical finding)
C2226578  compensated talipes varus of right rear foot (physical finding)
C2226579  talipes varus of left forefoot (physical finding)
C2226580  uncompensated talipes varus of left forefoot (physical finding)
C2226581  compensated talipes varus of left forefoot (physical finding)
C2226582  talipes varus of left rear foot (physical finding)
C2226583  uncompensated talipes varus of left rear foot (physical finding)
C2226584  compensated talipes varus of left rear foot
C2226585  metatarsus adductus of right foot
C2226586  flexible metatarsus adductus of right foot (physical finding)
C2226587  semi-rigid metatarsus adductus of right foot
C2226588  rigid metatarsus adductus of right foot (physical finding)
C2226589  metatarsus adductus of left foot (physical finding)
C2226590  flexible metatarsus adductus of left foot (physical finding)
C2226591  semi-rigid metatarsus adductus of left foot
C2226592  rigid metatarsus adductus of left foot (physical finding)
C2226682  ear auricle malformations microtia grade ___ (1-3)
C2226683  bite injury of genitalia
C2226731  the right eyebrow was absent
C2226732  the left eyebrow was absent
C2226733  both eyebrows were absent
C2226812  multiple anal lacerations
C2226813  bleeding anal laceration
C2226814  arterial bleeding of anal laceration
C2226815  venous bleeding of anal laceration
C2226816  tissue bleeding of anal laceration
C2226817  weeping laceration of anus
C2226818  serous anal laceration
