C0003962  Ascites
C2198690  paramedian tissue injury of abdomen (physical finding)
C2198691  supra-umbilical tissue injury of abdomen (physical finding)
C2199101  dry gangrene of fifth toe (physical finding)
C2199102  dry gangrene of fifth toes of both feet (physical finding)
C2199103  dry gangrene of fifth toe of left foot
C2199104  diffuse dry gangrene of fifth toe of left foot
C2199105  dry gangrene of distal interphalangeal joint of fifth toe of left foot (physical finding)
C2199106  dry gangrene of distal phalanx of fifth toe of left foot (physical finding)
C2199107  dry gangrene of metatarsophalangeal joint of fifth toe of left foot
C2199108  dry gangrene of middle phalanx of fifth toe of left foot (physical finding)
C2199109  dry gangrene of proximal interphalangeal joint of fifth toe of left foot (physical finding)
C2199110  dry gangrene of proximal phalanx of fifth toe of left foot (physical finding)
C2199111  dry gangrene of fifth toe of right foot (physical finding)
C2199112  diffuse dry gangrene of fifth toe of right foot (physical finding)
C2199113  dry gangrene of distal interphalangeal joint of fifth toe of right foot
C2199114  dry gangrene of distal phalanx of fifth toe of right foot (physical finding)
C2199115  dry gangrene of metatarsophalangeal joint of fifth toe of right foot
C2199116  dry gangrene of middle phalanx of fifth toe of right foot
C2199117  dry gangrene of proximal interphalangeal joint of fifth toe of right foot (physical finding)
C2199118  dry gangrene of proximal phalanx of fifth toe of right foot (physical finding)
C2199119  dry gangrene of fourth toe
C2199120  dry gangrene of fourth toes of both feet
C2199121  dry gangrene of fourth toe of left foot (physical finding)
C2199122  diffuse dry gangrene of fourth toe of left foot (physical finding)
C2199123  dry gangrene of distal interphalangeal joint of fourth toe of left foot (physical finding)
C2199124  dry gangrene of distal phalanx of fourth toe of left foot (physical finding)
C2199125  dry gangrene of metatarsophalangeal joint of fourth toe of left foot
C2199126  dry gangrene of middle phalanx of fourth toe of left foot (physical finding)
C2199127  dry gangrene of proximal interphalangeal joint of fourth toe of left foot (physical finding)
C2199128  dry gangrene of proximal phalanx of fourth toe of left foot
C2199129  dry gangrene of fourth toe of right foot (physical finding)
C2199130  diffuse dry gangrene of fourth toe of right foot
C2199131  dry gangrene of distal interphalangeal joint of fourth toe of right foot (physical finding)
C2199132  dry gangrene of distal phalanx of fourth toe of right foot (physical finding)
C2199133  dry gangrene of metatarsophalangeal joint of fourth toe of right foot
C2199134  dry gangrene of middle phalanx of fourth toe of right foot
C2199135  dry gangrene of proximal interphalangeal joint of fourth toe of right foot (physical finding)
C2199136  dry gangrene of proximal phalanx of fourth toe of right foot (physical finding)
C2199137  dry gangrene of great toe (physical finding)
C2199138  dry gangrene of great toe of both feet (physical finding)
C2199139  dry gangrene of left great toe
C2199140  diffuse dry gangrene of left great toe (physical finding)
C2199141  dry gangrene of distal phalanx of left great toe
C2199142  dry gangrene great toe left IP
C2199143  dry gangrene great toe left MTP
C2199144  dry gangrene of proximal phalanx of left great toe
C2199145  dry gangrene of right great toe
C2199146  diffuse dry gangrene of right great toe
C2199147  dry gangrene of distal phalanx of right great toe (physical finding)
C2199148  dry gangrene great toe right IP
C2199149  dry gangrene great toe right MTP
C2199150  dry gangrene of proximal phalanx of right great toe (physical finding)
C2199151  dry gangrene of toes of both feet
C2199152  dry gangrene of toe of left foot (physical finding)
C2199153  dry gangrene of toe of right foot (physical finding)
C2199154  dry gangrene of second toe (physical finding)
C2199155  dry gangrene of second toes of both feet (physical finding)
C2199156  dry gangrene of second toe of left foot (physical finding)
C2199157  diffuse dry gangrene of second toe of left foot (physical finding)
C2199158  dry gangrene of distal interphalangeal joint of second toe of left foot (physical finding)
C2199159  dry gangrene of distal phalanx of second toe of left foot (physical finding)
C2199160  dry gangrene of metatarsophalangeal joint of second toe of left foot (physical finding)
C2199161  dry gangrene of middle phalanx of second toe of left foot
C2199162  dry gangrene of proximal interphalangeal joint of second toe of left foot (physical finding)
C2199163  dry gangrene of proximal phalanx of second toe of left foot (physical finding)
C2199164  dry gangrene of second toe of right foot
C2199165  diffuse dry gangrene of second toe of right foot (physical finding)
C2199166  dry gangrene of distal interphalangeal joint of second toe of right foot (physical finding)
C2199167  dry gangrene of distal phalanx of second toe of right foot (physical finding)
C2199168  dry gangrene of metatarsophalangeal joint of second toe of right foot (physical finding)
C2199169  dry gangrene of middle phalanx of second toe of right foot (physical finding)
C2199170  dry gangrene of proximal interphalangeal joint of second toe of right foot
C2199171  dry gangrene of proximal phalanx of second toe of right foot (physical finding)
C2199172  dry gangrene of third toe (physical finding)
C2199173  dry gangrene of third toes of both feet
C2199174  dry gangrene of third toe of left foot
C2199175  diffuse dry gangrene of third toe of left foot
C2199176  dry gangrene of distal interphalangeal joint of third toe of left foot (physical finding)
C2199177  dry gangrene of distal phalanx of third toe of left foot (physical finding)
C2199178  dry gangrene of metatarsophalangeal joint of third toe of left foot (physical finding)
C2199179  dry gangrene of middle phalanx of third toe of left foot
C2199180  dry gangrene of proximal interphalangeal joint of third toe of left foot
C2199181  dry gangrene of proximal phalanx of third toe of left foot
C2199182  dry gangrene of third toe of right foot
C2199183  diffuse dry gangrene of third toe of right foot
C2199184  dry gangrene of distal interphalangeal joint of third toe of right foot (physical finding)
C2199185  dry gangrene of distal phalanx of third toe of right foot
C2199186  dry gangrene of metatarsophalangeal joint of third toe of right foot
C2199187  dry gangrene of middle phalanx of third toe of right foot
C2199188  dry gangrene of proximal interphalangeal joint of third toe of right foot (physical finding)
C2199189  dry gangrene of proximal phalanx of third toe of right foot (physical finding)
C2200057  X-ray lumbosacral spine fracture compression
C2200238  lymphatics palpably tender (physical finding)
C2200239  lymphangitic red streaking extending up from a distal extremity
C2200240  lymphangitic red streaking on left arm
C2200241  lymphangitic red streaking on left forearm
C2200242  lymphangitic red streaking on left leg above knee
C2200243  lymphangitic red streaking on left leg below knee
C2200244  lymphangitic red streaking on right arm
C2200245  lymphangitic red streaking on right forearm
C2200246  lymphangitic red streaking on right leg above knee
C2200247  lymphangitic red streaking on right leg below knee
C2200324  macerated incision of anus (physical finding)
C2200828  right axillary lymphadenopathy
C2201083  ultrasound breast abscess right breast
C2201084  ultrasound abscess right breast inferior lateral quadrant
C2201085  ultrasound abscess right breast inferior medial quadrant
C2201086  ultrasound abscess right breast superior lateral quadrant
C2201087  ultrasound abscess right breast superior medial quadrant
C2201152  erythema of right chest
C2201153  erythema of right chest at anterior axillary line
C2201154  erythema of right chest at mid-axillary line
C2201155  erythema of right chest at mid-clavicular line (physical finding)
C2201156  erythema of right chest at specified rib (#___) (physical finding)
C2201157  erythema of right chest extending to specified rib (#___) (physical finding)
C2202705  vomiting after injury (symptom)
C2202708  vomiting clear liquid
C2202712  vomiting more than twice after injury
C2202715  vomiting with recent abdominal surgery
C2202970  wartlike lesion on plantar surface of feet
C2203061  wet gangrene of fifth toe
C2203062  wet gangrene of fifth toes of both feet (physical finding)
C2203063  wet gangrene of fifth toe of left foot (physical finding)
C2203064  diffuse wet gangrene of fifth toe of left foot
C2203065  wet gangrene fifth toe left DIP
C2203066  wet gangrene of distal phalanx of fifth toe of left foot (physical finding)
C2203067  wet gangrene fifth toe left MTP
C2203068  wet gangrene of middle phalanx of fifth toe of left foot (physical finding)
C2203069  wet gangrene fifth toe left PIP
C2203070  wet gangrene of proximal phalanx of fifth toe of left foot (physical finding)
C2203071  wet gangrene of fifth toe of right foot
C2203072  diffuse wet gangrene of fifth toe of right foot
C2203073  wet gangrene fifth toe right DIP
C2203074  wet gangrene of distal phalanx of fifth toe of right foot
C2203075  wet gangrene fifth toe right MTP
C2203076  wet gangrene of middle phalanx of fifth toe of right foot (physical finding)
C2203077  wet gangrene fifth toe right PIP
C2203078  wet gangrene of proximal phalanx of fifth toe of right foot
C2203079  wet gangrene of fourth toe (physical finding)
C2203080  wet gangrene of fourth toes of both feet (physical finding)
C2203081  wet gangrene of fourth toe of left foot
