C0020458  Hyperhidrosis
C2230357  multiple vulvar ulcers of uniform size
C2230358  multiple vulvar ulcers of varying sizes
C2230360  single vaginal ulcer (physical finding)
C2230361  multiple ulcers of vagina of uniform size
C2230362  multiple ulcers of vagina of varying sizes (physical finding)
C2231004  normal pelvic exam with cervical Pap smear
C2231228  breast appearance nipple fissures right
C2231229  breast appearance nipple fissures left
C2231352  slow slope in active phase of labor with baby delivered
C2231353  slow slope in active phase of labor- antepartum condition or complication
C2232718  breast appearance nipple inversion right
C2232719  breast appearance nipple inversion left
C2233020  skin cyst of right breast (symptom)
C2233021  skin cyst of right upper outer breast (symptom)
C2233022  skin cyst of right lower outer breast (symptom)
C2233023  skin cyst of right upper inner breast
C2233024  skin cyst of right lower inner breast
C2233025  skin cyst of left breast (symptom)
C2233026  skin cyst of left upper outer breast
C2233027  skin cyst of left lower outer breast
C2233028  skin cyst of left upper inner breast (symptom)
C2233029  skin cyst of left lower inner breast (symptom)
C2233949  obstetrical findings contractions absent
C2233950  obstetrical findings contractions stopped spontaneously
C2233951  obstetrical findings contractions halted by intervention
C2234241  artificial skin on the scrotum
C2235074  penis laceration foreskin depth
C2235075  penis laceration foreskin superficial (epidermal only)
C2235076  penis laceration foreskin full thickness
C2235077  penis laceration foreskin shape
C2235078  penis laceration foreskin straight line
C2235079  penis laceration foreskin V-shaped
C2235080  penis laceration foreskin Y-shaped
C2235081  penis laceration foreskin L-shaped
C2235082  penis laceration foreskin jagged
C2235083  penis laceration foreskin orientation
C2235084  penis laceration foreskin orientation longitudinal
C2235085  penis laceration foreskin orientation transverse
C2235086  penis laceration foreskin edges
C2235087  penis laceration foreskin edges ragged
C2235088  penis laceration foreskin edges postsuture approximation
C2235089  penis laceration foreskin postsuture edges well-approximated
C2235090  postsuture edges of laceration on the foreskin were adequately approximated
C2235091  postsuture edges of laceration on the foreskin were poorly approximated
C2237424  vaginal discharge fecal
C2237437  nonvisualization of IUD string
C2237595  bilateral scrotal edema (physical finding)
C2237596  bilateral hydroceles (physical finding)
C2237597  bilateral testicular masses
C2237601  thoracic findings accessory nipples bilaterally
C2239103  cervical polyp (physical finding)
C2266769  obstetrical findings cervical dilation (___ cm)
C2316462  Boggy prostate (finding)
C2317087  Fissure of prepuce (finding)
C2317128  Transformation zone of uterine cervix visible
C2349927  Suspected oligohydramnios not found
C2349928  Suspected polyhydramnios not found
C2362792  fusion of labia
C2363055  Endometrium, menopausal
C2363086  placental polyp as postpartum condition, delivered during previous episode (diagnosis)
C2363087  placental polyp as postpartum condition, delivered during current episode
C2363100  short umbilical cord as antepartum condition
C2363101  vasa previa as antepartum condition (diagnosis)
C2363102  premature rupture of membranes as antepartum condition (diagnosis)
C2367058  seminal vesicles absent bilaterally
C2367059  seminal vesicles absent on left (physical finding)
C2367060  absent right seminal vesicle (physical finding)
C2367999  postsurgical acquired absence of cervix
C2368000  postsurgical acquired absence of uterus (diagnosis)
C2368001  postsurgical acquired absence of cervix and uterus (diagnosis)
C2368037  problems with amniotic cavity suspected and not found
C2370819  cervical shortening suspected and not found (diagnosis)
C2584496  High riding prostate (finding)
C2584688  SWELLING OF TESTICLES
C2584860  On examination - male genitalia normal (finding)
C2584919  On examination - male genitalia abnormal (finding)
C2586313  On examination - testes abnormal
C2703198  arcuate uterus in pregnancy (diagnosis)
C2711148  On rectal examination of prostate no abnormality detected
C2711615  Hypertrophy of ovary (disorder)
C2720495  Disruption of obstetrical perineal wound
C2919170  Cystic dilatation of paraurethral gland
C2919197  Polycystic mass of uterine adnexa
C2919399  Burning sensation of vagina (finding)
C2919765  Asymmetric sweating (finding)
C2921345  Twin gestation placenta status
C2921351  Triplet gestation placenta status
C2921354  Triplet gestation, with two or more monoamniotic fetuses
C2921355  Tripl gest-plac/sac und
C2921356  Quadruplet gestation placenta status
C2921358  Quad gest 2+ monochorion
C2921359  Quad gest 2+ monoamniotc
C2921360  Quad gest-plac/sac undet
C2957333  hypospadia corrected
C2957408  lochia serosa (physical finding)
C2957421  vagina discharge lochia
C2957445  scrotum erythema (physical finding)
C2958618  routine gynecological exam (diagnosis)
C2958663  twin gestation placenta status monochorionic, monoamniotic
C2958664  twin gestation placenta status monochorionic, diamniotic
C2958665  twin gestation placenta status dichorionic, diamniotic
C2958666  twin gest placenta status unable to determine no. of placentae, amniotic sacs
C2958667  triplet gestation placenta status two or more monochorionic fetuses
C2958723  transvaginal digital palpation
C2958724  transvaginal digital palpation modified oxford grading scale ____(0-5) (physical finding)
C2959811  Minimally enlarged prostate (finding)
C2959980  Infection of epididymis due to Chlamydia trachomatis (disorder)
C2959983  Able to get an erection when alone (finding)
C2960538  Hematoma of prepuce (disorder)
C2960823  lochia alba (physical finding)
C2979982  VAGINAL HEMORRHAGE
C3161760  uterine softening in pregnancy (physical finding)
C3161761  cervical softening (goodell's sign)
C3161762  postpartum uterus
C3161763  postpartum fundus size
C3161764  postpartum fundus size 2+
C3161765  postpartum fundus size 1+ (physical finding)
C3161766  postpartum fundus size 1-
C3161767  postpartum fundus size 2-
C3161768  postpartum fundus at symphysis pubis (physical finding)
C3161769  postpartum uterus firm
C3161770  postpartum uterus boggy
C3163942  Arias-Stella effect on endometrium
C3164043  Endometrium thickened
C3250217  post-delivery exam vaginal bleeding (physical finding)
C3250218  post-delivery vaginal bleeding pad count ___ (physical finding)
C3250219  post-delivery vaginal bleeding excessive
C3250613  malignant ovarian neoplasm tnm staging primary tumor (t)
C3250614  malig ovarian neoplasm tnm staging primary tumor (t) tx (diagnosis)
C3250615  malig ovarian neoplasm tnm staging primary tumor (t) tis (diagnosis)
C3250616  malig ovarian neoplasm tnm staging primary tumor (t) t1
C3250617  malig ovarian neoplasm tnm staging primary tumor (t) t1a
C3250618  malig ovarian neoplasm tnm staging primary tumor (t) t1b
C3250619  malig ovarian neoplasm tnm staging primary tumor (t) t1c
C3250620  malig ovarian neoplasm tnm staging primary tumor (t) t2 (diagnosis)
C3250621  malig ovarian neoplasm tnm staging primary tumor (t) t2a
C3250622  malig ovarian neoplasm tnm staging primary tumor (t) t2b
C3250623  malig ovarian neoplasm tnm staging primary tumor (t) t2c (diagnosis)
C3250628  malig ovarian neoplasm tnm staging regional lymph nodes (n)
C3250629  malig ovarian neoplasm tnm stage regional lymph node (n) nx
C3250630  malig ovarian neoplasm tnm stage regional lymph node (n) n0
C3250631  malig ovarian neoplasm tnm stage regional lymph node (n) n1
C3250632  malig ovarian neoplasm tnm staging distant metastasis (m) (diagnosis)
C3250633  malig ovarian neoplasm tnm staging distant metastasis (m) m0 (diagnosis)
C3250634  malig ovarian neoplasm tnm staging distant metastasis (m) m1
C3264505  Nodular prostate with lower urinary tract symptoms
C3266598  White or yellow-green tinged lochia
C3266599  Red or brown-green tinged lochia
C3266636  Red-green tinged lochia (finding)
C3266720  On rectal examination of prostate, abnormality detected (finding)
C3468209  bilateral ovarian enlargement (physical finding)
C3468587  fixed left ovary (physical finding)
C3468588  fixed ovaries (physical finding)
C3468589  fixed right ovary
C3468855  left ovarian diameter (___ cm)
C3468856  left ovarian enlargement (physical finding)
C3468857  left ovarian tenderness
C3468870  right ovarian diameter (___ cm) (physical finding)
C3468872  right ovarian tenderness (physical finding)
C3468873  right ovarian enlargement (physical finding)
C3469169  pregnancy hydatidiform mole (molar) complete (diagnosis)
C3469170  pregnancy hydatidiform mole (molar) partial
C3469523  ovarian cancer susceptibility (diagnosis)
C3469524  prostate cancer susceptibility
C3472584  Thickening of skin of breast
C3472588  Yolk sac present
C3472689  Acquired penile adhesion
C3472706  Congenital labial adhesion
C3472709  Vaginal pessary in situ (finding)
C3494767  Penile mid-shaft hypospadias (disorder)
C3495440  Break-through bleeding
C3532029  Cystic dilatation of duct of bulbourethral gland (disorder)
