C0000731  ABDOMINAL DISTENTION
C2203636  yellow nail hand right index finger
C2203637  yellow nail hand right little finger
C2203638  yellow nail hand right middle finger
C2203639  yellow nail hand right ring finger
C2203640  yellow nail hand bilateral
C2203641  yellow nail hand left
C2203642  yellow nail hand right
C2203653  yellow thumbnail on lateral border of left thumb (physical finding)
C2203654  yellow thumbnail on lateral border of right thumb
C2203655  yellow thumbnail on left hand (physical finding)
C2203656  yellow nail hand left thumb medial border
C2203657  yellow thumbnail on medial border of right thumb
C2203658  yellow thumbnail on right hand (physical finding)
C2203659  yellow toenail (physical finding)
C2203660  yellow toenail on lateral border of left fifth toe
C2203661  yellow toenail on lateral border of left fourth toe
C2203662  yellow nail foot left great toe lateral border
C2203663  yellow toenail on lateral border of left second toe (physical finding)
C2203664  yellow toenail on lateral border of left third toe (physical finding)
C2203665  yellow toenail on lateral border of right fifth toe
C2203666  yellow nail foot right fourth toe lateral border
C2203667  yellow nail foot right great toe lateral border
C2203668  yellow nail foot right second toe lateral border
C2203669  yellow toenail on lateral border of right third toe
C2203670  yellow toenail on left fifth toe
C2203671  yellow toenail on left fourth toe
C2203672  yellow toenail on left great toe
C2203673  yellow nail foot left second toe
C2203674  yellow toenail on left third toe (physical finding)
C2203675  yellow nail foot left fifth toe medial border
C2203676  yellow toenail on medial border of left fourth toe (physical finding)
C2203677  yellow toenail on medial border of left great toe (physical finding)
C2203678  yellow toenail on medial border of left second toe (physical finding)
C2203679  yellow nail foot left third toe medial border
C2203680  yellow toenail on medial border of right fifth toe (physical finding)
C2203681  yellow toenail on medial border of right fourth toe (physical finding)
C2203682  yellow toenail on medial border of right great toe (physical finding)
C2203683  yellow toenail on medial border of right second toe
C2203684  yellow toenail on medial border of right third toe (physical finding)
C2203685  yellow toenail on right fifth toe (physical finding)
C2203686  yellow nail foot right fourth toe
C2203687  yellow nail foot right great toe
C2203688  yellow toenail on right second toe
C2203689  yellow toenail on right third toe
C2203690  yellow nail foot bilateral
C2203691  yellow nail foot left
C2203692  yellow toenails on right foot (physical finding)
C2203921  grieving for the loss of a child
C2203927  sexually abused child by mother's boyfriend
C2203928  sexually abused child by father's girlfriend (diagnosis)
C2203931  adult sexual abuse by mother's boyfriend
C2203932  adult sexual abuse by father's girlfriend
C2203933  adult psychological abuse by mother's boyfriend
C2203934  adult psychological abuse by father's girlfriend (diagnosis)
C2205956  x-ray of skull, Water's view: fracture
C2205957  x-ray of skull, Water's view: fracture of infraorbital rim (procedure)
C2205958  x-ray of skull, Water's view: fracture at frontozygomatic suture (procedure)
C2205959  x-ray of skull, Water's view: blowout fracture of floor of orbit (procedure)
C2205963  x-ray of skull, Water's view: fracture of right infraorbital rim
C2205964  x-ray of skull, Water's view: fracture of left infraorbital rim
C2205965  x-ray of skull, Water's view: fracture of infraorbital rim bilaterally (procedure)
C2205966  x-ray of skull, Water's view: fracture at right frontozygomatic suture (procedure)
C2205967  x-ray of skull, Water's view: fracture at left frontozygomatic suture (procedure)
C2205968  x-ray of skull, Water's view: fracture at frontozygomatic suture bilaterally
C2205969  x-ray of skull, Water's view: blowout fracture of floor of right orbit (procedure)
C2205970  x-ray of skull, Water's view: blowout fracture of floor of left orbit
C2205971  x-ray of skull, Water's view: blowout fracture of floor of orbit bilaterally
C2214885  exfoliation was seen in the perianal region
C2214886  scales were seen in the perianal region
C2214888  skin fissure of perianal region
C2214912  facial grimacing reflects being in pain (physical finding)
C2214916  forehead tissue injury puncture surrounding tenderness
C2214917  forehead tissue injury puncture swelling
C2214918  forehead tissue injury puncture surrounding erythema
C2214919  puncture of face with surrounding erythema (physical finding)
C2214920  puncture of face with surrounding tenderness
C2214921  puncture of face with swelling
C2214922  puncture of back of head with surrounding tenderness
C2214923  puncture of back of head with swelling
C2214924  puncture of back of head with surrounding erythema
C2215070  acuity test distance (other than 20 ft or 6 M) (___ ft)
C2215331  adherent brown scales of skin
C2215348  Adie's tonic pupil of both eyes
C2215349  Adie's tonic pupil of left eye (diagnosis)
C2215350  Adie's tonic pupil of right eye (diagnosis)
C2215614  bizarre affect (physical finding)
C2215616  elated affect (physical finding)
C2215618  the affect showed excessive laughing
C2215619  exuberant affect (physical finding)
C2215620  affect frightened (physical finding)
C2215621  affect grieving
C2215622  affect restricted humorless
C2215623  affect inertial (physical finding)
C2215624  affect pained facies (physical finding)
C2215625  affect proud (physical finding)
C2215626  affect restricted hard
C2215627  affect shallow
C2215628  affect silly
C2215629  affect terrified (physical finding)
C2215630  affect restricted unemotional
C2215663  agitated affect
C2215723  allergic penile skin reaction from vaginal secretions (history)
C2215724  allergic reaction to Angiovist-370 (history)
C2215725  allergic reaction to blood transfusion (history)
C2215726  allergic reaction to Conray (history)
C2215727  allergic reaction to Contrast A (history)
C2215728  allergic reaction to Contrast B (history)
C2215729  anaphylaxis reaction to contrast material
C2215730  bronchospasm due to contrast material
C2215731  hives due to contrast material
C2215732  hypotension due to contrast material
C2215733  rash due to contrast material
C2215734  treatment required for allergic reaction to contrast material (history)
C2215735  allergic reaction to gadolinium (history)
C2215736  allergic reaction to Hexabrix
C2215737  allergic reaction to Hypaque-76 (history)
C2215738  allergic reaction to iodinated contrast material
C2215739  allergic reaction to Iohexol (history)
C2215740  allergic reaction to Isovue
C2215741  reaction to narcotic agent
C2215742  allergic reaction to penicillins causing hives (history)
C2215743  allergic reaction to penicillins causing rash
C2215744  allergic reaction to radiographic contrast material (history)
C2215745  allergic reaction to Renografin-60 (history)
C2215746  allergic reaction to Renografin-76 (history)
C2215748  allergic vaginal reaction to semen (history)
C2215749  allergy prophylaxis given for contrast material (history)
C2216184  EEG nonspecific abnormal findings disorganization
C2216449  maladaptive health behaviors affecting physical condition
C2216450  malar erythema (physical finding)
C2218016  weakness in right leg
C2218440  neck right tissue injury wound well-healed
C2218658  right superior quadrantanopsia (diagnosis)
C2218662  TMJ right tissue injury laceration deep
C2218663  TMJ right tissue injury laceration depth ___ mm
C2218664  TMJ right tissue injury laceration edges
C2218665  TMJ right tissue injury laceration edges ragged
C2218666  TMJ right tissue injury laceration extending into muscle
C2218667  TMJ right tissue injury laceration extending to bone
C2218668  TMJ right tissue injury laceration extending to fascia
C2218669  TMJ right tissue injury laceration full thickness
C2218670  laceration of right temporomandibular joint with adequately approximated postsuture edges (physical finding)
C2218671  laceration of right temporomandibular joint with approximation of postsuture edges (physical finding)
C2218672  laceration of right temporomandibular joint with poorly approximated postsuture edges
C2218673  laceration of right temporomandibular joint with well approximated postsuture edges (physical finding)
C2218674  TMJ right tissue injury laceration shape jagged
C2218675  TMJ right tissue injury laceration staples in place
C2218676  TMJ right tissue injury laceration sterile strips in place
C2218677  TMJ right tissue injury laceration subcutaneous
